content,score,cleaned_text
pada saat pesan gofood drivernya slalu susah nyarinya,1,pesan gofood drivernya slalu susah nyarinya
"Kenapa sih ada pilihan biaya antar kalau mau cepet ada tambahan biaya, kalau lama (kurang lebih 60menit) gratis. Padahal sudah jelas dr total belanja sudah ada biaya lain lain. Jadinya makanan yg sudah siap harus tertahan dulu dikarenakan timer yg belum cukup (kurang lebih 60menit) baru dicarikan driver.",1,sih pilih biaya cepet tambah biaya menit gratis dr total belanja biaya makan yg tahan timer yg menit cari driver
"setelah update pasti ada masalah, dan masalah yg update sebelumnya blm kelar habis update baru. Developer update apanya si? apanya yg dibenerin? kalu keluar akun habis itu balik lagi, voucher yg sblumnya udah diklaim hilang semua, lenyap. Waktu mau gofood apa goride itu harus dipesen waktu itu juga, alias kalo close apk ntar vouchernya tbtb ilang.",3,update yg update blm kelar habis update developer update apa si apa yg dibenerin kalu akun habis voucher yg sblumnya udah klaim hilang lenyap gofood goride sen alias kalo close apk ntar vouchernya tbtb ilang
Suka banget dengan aplikasi ini..dr dulu masih sekolah sampek sekarang udah punya anak..masih setia dengan apk ini🤩🤩 Saran buat cs nya yaa..tolong di tambahin driver yg khusus cewek yaa..nnti saya biar bisa langsung pilih yg driver cewek..klo mau bepergian,5,suka banget aplikasi inidr sekolah sampek udah anakmasih setia apk ini saran cs nya yaatolong tambahin driver yg khusus cewek yaannti biar langsung pilih yg driver cewekklo pergi
Sistem nya sangat jelek dan lambat pada hal uda di perbaruhi Saya jd di complen sama drivernya di kira saya gak membalas chat mereka padahal aplikasinya loading terus Kedepannya tolong di perbaiki agar driver dan pelanggan nyaman,1,sistem nya jelek lambat uda baruh jd complen drivernya gak balas chat aplikasi loading depan tolong baik driver langgan nyaman
"Lazim...cepat datang, drivernya komunikatif...jangan Naikin fee utk konsumen ya....🤭😀👍",5,lazimcepat drivernya komunikatifjangan naikin fee utk konsumen ya
Uang saya hilang....ada transaksi pembelian Di aplikasi google SMART MEDIA AP aneh ya bisa transaksi tanpa berlangganan dan masukkan pin pembayaran....tiba2 ada trnsaksi 317.900 dan pihak gojek gk mau bertanggung jawab....hebat sekali Semoga semua orang unninstal aplikasi ini supaya bangkrut total amin.,1,uang hilangada transaksi beli aplikasi google smart media ap aneh ya transaksi langgan masuk pin pembayarantiba trnsaksi gojek gk tanggung jawabhebat moga orang unninstal aplikasi bangkrut total amin
"Ini gojek nya kah yg lg error atau hp saya? Akun saya , saya logout dan wkt mau masuk lagi tidak bisa.. sudah berkali kali coba login tetap gk bisa msk.. coba tlp costumer service nya berkali kali pun tidak segera diproses.. ini bgaimana dr pihak gojeknya.. saya tidak bisa login ke akun saya..",1,gojek nya kah yg lg error hp akun logout wkt masuk kali kali coba login gk msk coba tlp costumer service nya kali kali proses bgaimana dr gojek login akun
"Cuma karena hujan, jadi tidak bisa pesan makanan dengan keterangan tidak ada driver disekitar resto. Seharusnya fitur ini dihapus, karena walaupun tidak disekitar resto tempat pemesanan, pasti ada driver yg ingin mengambil orderan tersebut dan pasti diberikan tip untuk driver yg mau mengambil orderan di situasi seperti itu. Bukannya membantu malah menyulitkan customer.",1,hujan pesan makan terang driver sekitar resto fitur hapus sekitar resto mesan driver yg ambil order tip driver yg ambil order situasi bantu sulit customer
"sangat mengecewakan pembatalan transaksi yang saya lakukan saldonya hingga kini belum balik padahal status pemesanan di Google play batal😶 sudah beberapa kali saya kecewa menggunakan aplikasi gojek, dulu juga pernah kejadian saldo saya terpotong tapi pengemudi blm menjemput. Tolong tingkatkan mutu gojek agar pengguna aplikasi merasa nyaman. Terimakasih.",1,kecewa batal transaksi laku saldo status mesan google play batal kali kecewa aplikasi gojek jadi saldo potong kemudi blm jemput tolong tingkat mutu gojek guna aplikasi nyaman terimakasih
Saya pesan Gocar yang datang lagi lagi bluebird kalo saya harus naik bluebird lebih baik saya naik angkot aja kan sama sama plat kuning sial nya kelebihan jarak cma 100 meter itu si supir bluebird malah minta lebih dan ngomong nya gak sopan lebih baik saya Uninstal aja aplikasi nya dan pindah ke aplikasi lain,1,pesan gocar bluebird kalo bluebird angkot aja plat kuning sial nya lebih jarak cma meter si supir bluebird ngomong nya gak sopan uninstal aja aplikasi nya pindah aplikasi
"Udah email tp sama sekali gada respon , tolong dong supaya bisa bantu. Saya lupa nomor hp akun gojek nya dan kebetulan no nya hilang , disitu masih ada saldo. Saya email pihak gojek agar saya bisa merubah nomor hp , tp gada balesan sama sekali. Tolong dong responnya. Bener2 kecewa banget sama responnya. Semoga dg saya menulis ulasan ini, bisa langsung do respon dan bisa bantu masalah saya. Terimakasih.",1,udah email tp gada respon tolong bantu lupa nomor hp akun gojek nya no nya hilang situ saldo email gojek rubah nomor hp tp gada balesan tolong responnya bener kecewa banget responnya moga dg tulis ulas langsung do respon bantu terimakasih
"Bagi pengguna paylater harus cermat,,,jangan gunakan paylater d akhir bulan,karena akan langsung kena tagihan,saya pakai pay later tanggal 31 Mei,,eh tanggal 6 Juni udah kena denda,awal nya kaget,setelah baca lagi ketentuan nya,,emang saya kurang teliti,,bagus nya jangan pakai hitungan awal bulan akhir bulan,tapi per 30 hari saya seperti kredivo",1,guna paylater cermatjangan paylater d bulankarena langsung kena tagihansaya pakai pay later tanggal meieh tanggal juni udah kena dendaawal nya kagetsetelah baca tentu nyaemang telitibagus nya pakai hitung bulantapi kredivo
"emmm suka si sama apk nya sangat membantu,, tapi tolong dong para drivernya di lebih luaskan baik go-ride maupun go-car, soalnya waktu saya mudik ke kampung halaman belum ada satu pun driver yang ada di sana (tidak dalam jangkauan) padahal tempatnya si udah kaya kota kecil bukan lagi desa, maka dari itu saya usul pada para dev untuk lebih menyebarluaskan para drivernya😀",5,emmm suka si apk nya bantu tolong drivernya luas goride gocar mudik kampung halaman driver jangkau tempat si udah kaya kota desa usul dev menyebarluaskan drivernya
"Mohon penyeleksian driver diperketat lagi...khususnya untuk Go - Jek,,karena saya sudah sering menjumpai beberapa oknum driver yang ugal""an dan tidak ramah kepada customer,, khususnya jika saya menggunakan voucher.",3,mohon seleksi driver ketat lagikhususnya go jekkarena jumpa oknum driver ugalan ramah customer voucher
"sekarang point di gojek lebih banyak ga kepake, pilihan untuk tukar pointnya ga sebanyak dulu, malah banyakan jualan voucher. lebih suka penukaran point yang dulu bisa sekalian untuk macam2 layanan , kaya go ride, gocar.",3,point gojek ga kepake pilih tukar point ga banyak jual voucher suka tukar point layan kaya go ride gocar
"Untuk tulis complain sangat sangat tidak mudah, ribet sekali, customer sedang tulis complain tetapi CS ( Siti Hasidah main tutup Saja), 3 kali klick pesan tetapi tidak ada tanggapan dari resto, terus tiba tiba restonya tutup, padahal belum jam 8 malam, sangat sangat tidak profesional, kalau belum mampu melayani customer dengan baik, baiknya jualan off line saja, pelayanan buruk sekali",1,tulis complain mudah ribet customer tulis complain cs siti hasidah main tutup kali klick pesan tanggap resto restonya tutup jam malam profesional layan customer baik jual off line layan buruk
"Saya selalu bayar gopayletter,, tetapi gopayletter saya di blok , aneh",1,bayar gopayletter gopayletter blok aneh
Aplikasi gojek sekarang sekarang suka eror sendiri.. Saya pesan makanan kerumah saya tapi setelah cekout makanan titik berubah sendiri.. Jadinya pengiriman salah .. Saya ga enak sama drivernya ..saya niat beli makanan bukan buat nipu driver yang sedang bekerja!!!! Perbaiki dong sistemnya jangan sampe eror,1,aplikasi gojek suka eror pesan makan rumah cekout makan titik ubah kirim salah ga enak drivernya niat beli makan nipu driver baik sistem sampe eror
Saya sudah pencet pembelian tapi saya saya nunggu malah habis aneh di PHP in,1,pencet beli nunggu habis aneh php in
"Dulu saya sering banget klo apa2 pake aplikasi gojek, tp sekarang melihat perbandingan harga dan benefit dari pengumpulan poin rewards, lebih banyak promo dan pilihan redeem pointnya yg tetangga sebelah. Mungkin sebagai masukkan aja untuk Gojek, coba lebih di fikirkan lagi dari benefit poin2 pelanggan khusus nya untuk yg poin nya kecil supaya bisa di redeem dengan pilihan yg menarik. Lebih ber variasi lagi untuk pilihan redeem go poin nya. Sukses untuk Gojek yaa..",4,banget klo pake aplikasi gojek tp banding harga benefit kumpul poin rewards promo pilih redeem point yg tetangga belah masuk aja gojek coba fikirkan benefit poin langgan khusus nya yg poin nya redeem pilih yg tarik ber variasi pilih redeem go poin nya sukses gojek yaa
"Dulu aplikasi Gojek ini jadi favorit saya kemanapun pergi jika tidak bawa kendaraan sendiri. Layanannya praktis dan memuaskan. Tapi saat ini SUDAH SANGAT BURUK. Fitur Chat yang dulunya tersemat di tiap tampilan order kini TIDAK BERFUNGSI. Tiap digunakan malah lari ke SMS. Justru keunggulan aplikasi gojek ini di fitur chat yang sangat membantu. Apa boleh buat, aplikasi ini saya uninstall dan ganti pake aplikasi lain yang tidak mempersulit costumernya.",1,aplikasi gojek favorit mana pergi bawa kendara layan praktis muas buruk fitur chat dulunya semat tampil order fungsi lari sms unggul aplikasi gojek fitur chat bantu aplikasi uninstall ganti pake aplikasi sulit costumernya
"Cs nya buruk sekali, sistem terlalu ribet. Saya kehilangan saldo gopay, tapi minta di kembalikan syarat2 nya sudah terpenuhi. Tapi tetap saja saldo tak kembali. Padahal kesalahan sistem dari Gojek sendiri. Mengecewakan sekali",1,cs nya buruk sistem ribet hilang saldo gopay kembali syarat nya penuh saldo salah sistem gojek kecewa
"Aplikasi yang banyak membuat perubahan terutama dari sektor transportasi kendaraan atau jasa angkutan umum. Aplikasi ini membuat kita lebih nyaman untuk pergi kemana saja tanpa kendaraan pribadi. Karna selain cara pemesanan yang tidak rumit, kita juga mudah menemukan driver. Tidak perlu menunggu lama, jemputan segeran tiba dan mengantarkan kita sampai tujuan",5,aplikasi ubah sektor transportasi kendara jasa angkut aplikasi nyaman pergi mana kendara pribadi karna mesan rumit mudah temu driver tunggu jemput segeran antar tuju
"Aplikasi cukup membantu konsumen banyak promo, tapi tidak untuk pengguna perihal perihal promo kuota pulsa cashback nya tidak ke saldo tp ke nomer tujuan pilikasi. Recommend aplikasi sebelah tidak pilikasi mohon di contoh",1,aplikasi bantu konsumen promo guna perihal perihal promo kuota pulsa cashback nya saldo tp nomer tuju pilikasi recommend aplikasi belah pilikasi mohon contoh
"Pd saat kita order gofood, menurut saya TIDAK EFEKTIF kami baru mendapatkan driver ketika estimasi makanan dari resto selesai di proses (dlm aplikasi). Bukan solusi yg tepat karena sebaliknya justru akan jd wasting time. Pd kenyataan di lapangan, kebanyakan resto memproses makanan KETIKA driver sampai di resto. Saya sudah membuktikan langsung ke resto2 yg bekerja sm dg gofood. Trims.",3,pd order gofood efektif driver estimasi makan resto selesai proses dlm aplikasi solusi yg jd wasting time pd nyata lapang banyak resto proses makan driver resto bukti langsung resto yg sm dg gofood trims
"Sangan mengecewakan sudah berbulan bulan saya make aplikasi ini tapi baru kali ini saya mengalami ini. Masa mau lihat promo saja tidak bisa katanya ada kesalahan mohon cobalagi, setelah saya relog dan update aplikasi pun masih sama sudah hampir 2 bulan sprti ini mohon bantuannya",1,sangan kecewa bulan make aplikasi kali alami lihat promo salah mohon cobalagi relog update aplikasi sprti mohon bantu
Kenapa banyak iklan yg setiap saat muncul.sangat mengganggu banget.tolong dihentikan iklan yg muncul setiap detik.saya jd pengen hapus aplikasi GO-JEK padahal saya udah berlangganan GO-JEK udah sangat lama sekali.,2,iklan yg munculsangat ganggu bangettolong henti iklan yg muncul detiksaya jd ken hapus aplikasi gojek udah langgan gojek udah
"Udah jadi pelanggan setia gojek eh, engga tau ini bug atau bukan, pasang voucher tulisannya berhasil pas dicek gak ada isinya. Terpaksa saya pindah ke apk sebelah yang lebih murah makin kesini gojek makin mahal gak efisien buat orang yang gak punya kendaraan seperti saya.",1,udah langgan setia gojek eh engga tau bug pasang voucher tulis hasil pas cek gak isi paksa pindah apk belah murah kesini gojek mahal gak efisien orang gak kendara
"Saya beberapa kali pake gojek, dan alhamdulillah ny dapet driver yang kalo mengendarai motor cukup bikin tenang dan nyaman. Namun saya pernah dapet driver yg naik motor ny ngebut bgt dan bikin was was. Untuk promosi overral bagus nmn pas saya isi gopay promosi sy tiba tiba hilang.",4,kali pake gojek alhamdulillah ny dapet driver kalo kendara motor bikin tenang nyaman dapet driver yg motor ny ngebut bgt bikin was was promosi overral bagus nmn pas isi gopay promosi sy hilang
"Pelayanan cs super lama, saya harus berkali2 hub gojek via telfon dan email, setelah nunggu lama jawabnya sangat tdk membantu. Pdhl customer sedang kesusahan. Parah pelayananya. Kecewa banget. Pdhl dr dulu pandangan saya ke gojek itu profesional dan bagus, nyatanya gini.",1,layan cs super kali hub gojek via telfon email nunggu tdk bantu pdhl customer susah parah pelayananya kecewa banget pdhl dr pandang gojek profesional bagus gin
"3 kali kecewa sama gojek : 1. Data saya sebelumnya sudah verifikasi Go Plus dan bisa transfer dana dari Gopay ke Bank terdaftar ( sudah berlangsung tahunan) tapi tiba-tiba di blokir dan layanan tersebut diputus dan gak bisa akses lagi karena dianggap data tidak valid ( so what are you doing when I ask it at the first time ) 2. Daftar Go Food sebagai Penjual selalu gagal padahal sudah pake KTP sendiri dan istri tetep gagal, sudah buat pengaduan dimana2 termasuk DM instagram tapi gak ada kejelasan",1,kali kecewa gojek data verifikasi go plus transfer dana gopay bank daftar tahun tibatiba blokir layan putus gak akses anggap data valid so what are you doing when i ask it at the first time daftar go food jual gagal pake ktp istri tetep gagal adu mana dm instagram gak jelas
"Kenapa hanya menggunakan link saja buat mengautentikasikan, kenapa tidak ada pakai kode verifkasi atau login via fb, padahal fitur itu ada dulu, kenapa dihilangkan? Saya jadi kesusahan buat change device, karena kartu saya tidak dapat masuk ke slot android jaman skrg yg berukuran nano dan micro",1,link autentikasi pakai kode verifkasi login via fb fitur hilang susah change device kartu masuk slot android jaman skrg yg ukur nano micro
Maneger2 tolol.. Bukannya bikin aplikasi sesimpel mungkin.. Malah di bikin ribet Pantes aja pada pindah aplikasi,1,maneger tolol bikin aplikasi simpel bikin ribet pantes aja pindah aplikasi
"Sangat sangat membantu dan mempermudah dalam melakukan transaksi apapun,, pas tau teman saya pakai GOPAY ternyata memang benar GOPAY sangat dapat d percaya dan aman.. transaksi mudah, aman dan tentunya ngak bikin ribet...👍👍👍👍👍",5,bantu mudah transaksi apa pas tau teman pakai gopay gopay d percaya aman transaksi mudah aman ngak bikin ribet
"Awalnya saya suka sekali,plikasi ini sangat membantu dalam hal apapun.. Tapi entah kenapa akhir akhir ini saya mengalami kekecewaan terhadap driver nya, saya sering mengalami bahwasanya si driver meminta pembayaran lebih minta tolong ditindak lanjuti keadaan seperti itu, itu sangat merugikan. Meminta bayaran lebih dengan alasan yang tidak logis",1,suka sekaliplikasi bantu apa alami kecewa driver nya alami si driver bayar tolong tindak lanjut rugi bayar alas logis
"Oi min. Bisa minta tolong, kemarin akun saya sukses upgrade ke gopayplus tetapi di pengaturan gojeknya tertulis upgrade ditolak dan saya coba untuk transfer ke sesama gopay ketika konfirmasi pembayan kembali ke menu upgrade. Sudah email ke csnya balasannya cuman nomer anda sudah sukses di update dll.",1,oi min tolong kemarin akun sukses upgrade gopayplus atur gojek tulis upgrade tolak coba transfer gopay konfirmasi pembayan menu upgrade email csnya balas cuman nomer sukses update dll
"Pembagian ordernya yang benar jangan driver yang lg bawa penumpang dikasih, banyak driver yg nganggur, jangan buat customer menunggu karena, driver harus mengantar penumpang nya terlebih dahulu, mungkin bagi driver cara seperti ini menguntungkan untuk driver, tp, untuk customer ,Tidak nyaman.Trimakasih.",5,bagi order driver lg bawa tumpang kasih driver yg nganggur customer tunggu driver antar tumpang nya driver untung driver tp customer nyamantrimakasih
"Saran buat kantor cabang setiap daerah yg punya apps ini.. utk mengingatkan kepada mitra Go-Food, agar mematikan aplikasi jika sedang tutup dan juga tutup menu yg sedang kosong/habis. Hny krn pihak mitra gofood yg lalai, bisa buat repot customer dan driver.",1,saran kantor cabang daerah yg apps utk mitra gofood mati aplikasi tutup tutup menu yg kosonghabis hny krn mitra gofood yg lalai repot customer driver
"Kecewa aja, aku sempet kasih 5 bintang, dan sekarang turun drastis, karena pelayanan dari drivernya bener-bener down bgt. lebih banyak kecewa ke drivernya, tiap dateng, bukannya tanya-tanya dulu, jadi pernah kejadian salah costumer, parah banget. Dari plat, foto profilnya, suka beda, dan kadang gak konfirmasi dulu, jadi bingung, sedangkan di daerah ini yang pesen gojek barengan gak cuma 1/2 orang. Terus gak pernah ditawarin pelindung kepala padahal jelas-jelas dia bawa 2. pokonya kecewa:)",1,kecewa aja sempet kasih bintang turun drastis layan drivernya benerbener down bgt kecewa drivernya dateng tanyatanya jadi salah costumer parah banget plat foto profil suka beda kadang gak konfirmasi bingung daerah sen gojek bareng gak orang gak ditawarin lindung kepala jelasjelas bawa poko kecewa
"lumayan gw ksih 72% y karna driver nya tuh gak ngerti sma lokasi pas gw lgi pke go food, eh driver nya malah nanya melulu, and di trima ny juga hampir 1 jam, ya tapi bagus lah recomended banget ni paling bagus. saya naikan bintang 5 apabila driver mengerti tentang lokasi di manapun dan serta banyakan tempat di map supaya driver mudah untuk melihat tempat di sekitar supaya juga mudah dan cepat dan juga tak bingung, untuk menerima Makanan.terimakasih :)",3,lumayan gw ksih y karna driver nya tuh gak ngerti sma lokasi pas gw lgi pke go food eh driver nya nanya melulu and trima ny jam ya bagus recomended banget ni bagus naik bintang driver erti lokasi mana banyak map driver mudah mudah cepat bingung terima makananterimakasih
"Gimana ceritanya ongkir gofood bisa naik secara tiba²? Mau pesan makan awalnya ongkir 11rb, di tinggal keluar masuk aplikasi lg naik jd 12rb, mau ganti pesanan makanan naik lagi 13rb, ganti pesanan makanan lg naik lagi 14rb, dan naik lg ke 15rb!!! padahal masih dalam 1 resto kan konyol. Alasannya ""ongkir di sesuaikan biar makin banyak driver yg ambil"" kalau driver A nggak mau ambil yaudahlaah, masih banyak driver lain yg mau ambil kok",1,gimana cerita ongkir gofood tiba pesan makan ongkir rb tinggal masuk aplikasi lg jd rb ganti pesan makan rb ganti pesan makan lg rb lg rb resto konyol alas ongkir sesuai biar driver yg ambil driver a nggak ambil yaudahlaah driver yg ambil
"Lo kira gue tinggal di pelosok perdesaan yg susah sinyal? Gue scroll ig dan wa lancar, emang dasar gojek nya aja update² ga jelas, bug bukannya di perbaiki malah custumer yg di suruh cek internet. Jelas jelas dari APK nya. Beberapa Kalu sudah forced close mulu ni apk. Pindah ke grab aja deh. Lama lama rugi waktu gini terus mah. Mana terlanjur top up lagi. Tau ribet gini ga bakal gue top up.",1,lo gue tinggal pelosok desa yg susah sinyal gue scroll ig wa lancar emang dasar gojek nya aja update ga bug baik custumer yg suruh cek internet apk nya kalu forced close mulu ni apk pindah grab aja deh rugi gin mah lanjur top up tau ribet gin ga gue top up
"Saldo gopaylater 88k, tapi beli makan 33k gak bisa. Katanya saldo gopaylater kurang. Kurang dari mana coba? Astaga pengen beli makan online biar gak ribet malah diribetin. Abis waktu gue buat ngecek-ngecek isi aplikasi ama gopaylater. Tiap transaksi disuruh bayar untuk biaya pengembangan aplikasi, tapi aplikasinya kayak gini astaga",1,saldo gopaylater k beli makan k gak saldo gopaylater coba astaga ken beli makan online biar gak ribet diribetin abis gue ngecekngecek isi aplikasi ama gopaylater transaksi suruh bayar biaya kembang aplikasi aplikasi kayak gin astaga
"Kenapa ya driver sering berhenti ketika mengantar pesanan, padahal alamat yg diberikan sdh jelas dan ada map juga. Jika driver kesulitan krn map mohon dibenarkan lg, karena bukan sekali duakali spt itu.",4,ya driver henti antar pesan alamat yg sdh map driver sulit krn map mohon benar lg duakali spt
"Lokasi tujuan sering kali tidak ditemukan. Padahal tempat tujuan adalah tempat yg populer dan familiar seperti : stasiun gambir, stasiun gondangdia dll. Saat saya akses tidak ada masalah dengan signal, seharusnya ini bukanlah penyebabnya. Mohon ditingkatkan lagi untuk kemudahan pengguna. Terimakasih.",2,lokasi tuju kali temu tuju yg populer familiar stasiun gambir stasiun gondangdia dll akses signal sebab mohon tingkat mudah guna terimakasih
"ini serius nanya. dapet voucher cashback go bills dari bpjs pln dll. tapi begitu di klik voucher nya malah ke halaman go bills, voucher cashback nya tetep ngak bisa, udah beli token listrik tetep ngak ada cashbacknya. percuma dong ngasih voucher cashback tapi ngak bisa dipakai.",1,serius nanya dapet voucher cashback go bills bpjs pln dll klik voucher nya halaman go bills voucher cashback nya tetep ngak udah beli token listrik tetep ngak cashbacknya ngasih voucher cashback ngak pakai
"Akun gk pernah dipake aneh2 tiba2 akun tidak bisa dipake kan gk jelas. Terakhir pesan itu bln oktober thn lalu, skrg jg mau coba make lg tetep ada maslah di akunmu lah akun ku kenapa aneh tiba2 lari ke bantuan eh bilangnya akun tdk bisa digunakan lagi. Pdhl jelas aku gk pernah pake buat penipuan dll",1,akun gk dipake aneh akun dipake gk pesan bln oktober thn skrg jg coba make lg tetep mas akun akun ku aneh lari bantu eh bilang akun tdk pdhl gk pake tipu dll
Kenapa kalau saya pesan gofood alamat pengiriman makanan selalu di titik yang jauh dari lokasi saya?! Kenapa ga otomatis saja kasih titik pengiriman sesuai GPS atau sesuai riwayat titik jemput go ride/go car?! Saya selalu dapat masalah dengan driver kalau saya lupa memperbaiki titik pengiriman karena hal bodoh ini.,4,pesan gofood alamat kirim makan titik lokasi ga otomatis kasih titik kirim sesuai gps sesuai riwayat titik jemput go ridego car driver lupa baik titik kirim bodoh
"Gojek sengaja melakukan kesalahan teknis dengan waktu yang cukup lama, agar seluruh konsumen nya merasa kesal dan tidak bisa melakukan transaksi transfer antar bank hasil dari prakerja. Agar saldo yang ada, nantinya akan ada hawa untuk membelanjakan saldo tersebut di aplikasi gojek itu sendiri, Sehingga saldo tersebut pada akhirnya tidak bisa diuangkan karena sudah habis terpakai. Sungguh hebat taktik nya. Salut gua. 🤫🤐",1,gojek sengaja salah teknis konsumen nya kesal transaksi transfer bank hasil prakerja saldo hawa belanja saldo aplikasi gojek saldo uang habis pakai sungguh hebat taktik nya salut gua 
"ini kenapa gojek ga bisa dipakai ya? isi saldo berhasil tp saldo tidak bertambah, order alfagift langsung ke pembayaran tetep ga bisa. coba instal ulang malah pas sampe input pin jawabannya ""gangguan teknis""... baru kali ini dah",1,gojek ga pakai ya isi saldo hasil tp saldo tambah order alfagift langsung bayar tetep ga coba instal ulang pas sampe input pin jawab ganggu teknis kali dah
"Aplikasi penipu,bikin promo bnyk jebakan syarat dan ketentuannya. Promo diskon hanyalah sekedar menarik konsumen utk terjebak. Promo diskon 90% maksimal 3rb, voucher gofood diskon 10rb, tp harga diaplikasi sudah di up dr harga aslinya minimum pembelianpun ada syaratnya. Sekalian aja bikin promo diskon 99% (maksimum promo 100rupiah)",1,aplikasi penipubikin promo bnyk jebak syarat tentu promo diskon dar tarik konsumen utk jebak promo diskon maksimal rb voucher gofood diskon rb tp harga aplikasi up dr harga asli minimum beli syarat aja bikin promo diskon maksimum promo rupiah
Saya belanja di gomart. Saya blnja supaya promo minimal belanja 45 ribu. Jd saya isi gopay sesuai total belanjaan sudah dipotong promo dan ditambah ongkir total 43 rb. Tau2nya itu alfa midi ada item yg gak ada akhirnya pesenan di ubah. Dihapus lah 1 pesanan. Jd kurang dr 45 rb. Akhirnya uang blnja gak kena promo malah kurang 11 rb ditagih tunai. Padahal tujuan saya blnja di gomart Gak sedang megang uang cash. Saya sangat amat kapok . Seenaknya merchant ubah pesenan.,1,belanja gomart blnja promo minimal belanja ribu jd isi gopay sesuai total belanja potong promo tambah ongkir total rb tau nya alfa midi item yg gak sen ubah hapus pesan jd dr rb uang blnja gak kena promo rb tagih tunai tuju blnja gomart gak megang uang cash kapok merchant ubah sen
"Terima kasih pada pihak cs gojek yang sudah bantu masalah saya proses upgrade gopay plus untuk prakerja,walaupun butuh waktu berjam-jam sampai satu hari tapi tetep di respon dan terselesaikan,lebih baik dari aplikasi sebelah..prosesnya puj tumben cuma butuh beberapa menit lagi bisa upgrade dan walapun ga sesuai datanya suka langsung infoin😁pokoknya sejauh ini oke..semoga dalam hal yg lainnya juga oke.ya tingkatkan terus sistem dan pelayanannya jangan sampai banyak user yang dirugikan",5,terima kasih cs gojek bantu proses upgrade gopay plus prakerjawalaupun butuh berjamjam tetep respon terselesaikanlebih aplikasi sebelahprosesnya puj tumben butuh menit upgrade walapun ga sesuai data suka langsung infoin pokok okesemoga yg okeya tingkat sistem layan user rugi
"Buat tim IT Gojek, bisa tidak kalian bikin tampilan aplikasi yang sederhana, aman, UI berorientasi ke penumpang, sehingga mudah dipakai?! Gaji kalian itu gede, sekolah kalian juga tinggi tinggi kerja ikuti mau konsumen jangan hanya jadi budak korporasi, saya tidak butuh aplikasi njlimet ribet aksesnya makan RAM banyak pula 🙄",1,tim it gojek bikin tampil aplikasi sederhana aman ui orientasi tumpang mudah pakai gaji gede sekolah kerja ikut konsumen budak korporasi butuh aplikasi njlimet ribet akses makan ram 
Helpfull dan user friendly..tapi untuk tempat makan yg kerjasama dgn gofood sepertinya terlalu besar persentasenya..jadi yg mau beli juga mikir berkali². Pdhl dr penggunaan aplikasi saja kita sdh pakai kuota. Mdh²an rate persentase dgn tmpt makan bisa lebih kecil lagi,5,helpfull user friendlytapi makan yg kerjasama dgn gofood persentasenyajadi yg beli mikir kali pdhl dr guna aplikasi sdh pakai kuota mdh an rate persentase dgn tmpt makan
Kenapa akun saya terblokir.. Padahal saya cuma pakai buat prakerja terus tranfer ke bank.. Tiba2 akun terblokir dan dompet terkunci.. Katanya ada aktifitas tidak wajar.. Tidak wajarnya dari segi mana.. Disuruh hubungi CS tapi CS gabisa dihubungi/kirim ke pengaduan jawaban selalu sama tidak bisa merestart akun. Gak ada solusi Gajelas ini aplikasi.. Kalo aplikasi sudah normal lagi saya edit komentar dan tambah bintang,1,akun blokir pakai prakerja tranfer bank akun blokir dompet kunci aktifitas wajar wajar segi suruh hubung cs cs gabisa dihubungikirim adu merestart akun gak solusi gajelas aplikasi kalo aplikasi normal edit komentar bintang
"Sy pengguna go ride.. Tarifnya lebih murah di banding yg lain, cepat dan tepat titik alamatnya cuma sayang sekarang jarang sekali untuk promo go ride nya.. Malah byk promo lain.. Secara keseluruhan sudah baik..yg perlu di perbaiki adalah kadang klu cuaca mendung utk signalnya susah dan lama.. Semoga ke depannya bisa lebih baik lagi.. Maju terus!!",5,sy guna go ride tarif murah banding yg cepat titik alamat sayang jarang promo go ride nya byk promo baikyg baik kadang klu cuaca mendung utk signalnya susah moga depan maju
"Kalo gak mampu bikin promo ya gak usah bikin promo!!!! bikin promo gofood dengan potong tarif Driver.. Sangat kejam dan keji. Padahal jika dilihat di lapangan yg paling banyak menghabiskan modal adalah driver. Sudah ambil lebih 20% tiap menu dari resto, ambil biaya jasa aplikasi yg hanya menguntungkanmu sendiri, ambil potongan 20% perjalanan driver sekarang tarif dibuat ngga manusiawi???? KEJI!!!",1,kalo gak bikin promo ya gak bikin promo bikin promo gofood potong tarif driver kejam keji lapang yg habis modal driver ambil menu resto ambil biaya jasa aplikasi yg untung ambil potong jalan driver tarif ngga manusiawi keji
"tadi saya baru melakukan transaksi di pizza hut. promo jelas2 terpampang discount 60% tanpa minimal transaksi . max cashback 25rb. tapi saat melakukan pembayaran opsi pakai promo hanya disc 40% dengan max discount 7.000 . saya seolah merasa di prank. buat promo tidak sesuai dengan iklan yg ada. Sudah ajukan komplain tapi balasannya promo sudah sesuai. Parah ya padahal sudah lampirkan bukti promo yg di pajang itu amat sangat gak sesuai. Ud salah , minta maap jg gak. Kapok",1,transaksi pizza hut promo pampang discount minimal transaksi max cashback rb bayar opsi pakai promo disc max discount prank promo sesuai iklan yg aju komplain balas promo sesuai parah ya lampir bukti promo yg pajang gak sesuai ud salah maap jg gak kapok
